,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met
0,29-May-20,22,,,1,0,21 May 2020 to 03 June 2020,Non-overlapping 14-day weighted estimates,0.0,0.0,18309.93071,,2020-05-27,,,,False,,,,,,,False,0.0,,,,,,,False,,,,False
1,05-Jun-20,23,,,1,0,Interpolated,Interpolated,5667.359505,871.901462,29208.698985,,2020-06-03,,,,False,5520.155362012987,24526.474898181816,-3074.301909935065,,,,False,0.0,,,,,,,False,,,,False
2,12-Jun-20,24,0.8,1.0,1,0,04 June 2020 to 17 June 2020,Non-overlapping 14-day weighted estimates,11334.71901,1743.802924,40107.46726,0.9,2020-06-10,4947.694805952381,19695.63124375,685.0654344285715,False,8331.188322954546,32152.781842850643,-4653.915597477272,14893.93186810407,1470436.159905985,82.9524131929365,False,0.0,1.53,1.36,1.7,0.0,0.0,0.0,False,,,,False
3,19-Jun-20,25,0.7,1.0,1,0,Interpolated,Interpolated,15694.22632,3051.6551175000004,48826.481885,0.85,2020-06-17,7253.634013445378,27402.617384438778,1198.8645104464288,False,10428.847359350648,38590.13225115585,-5995.73797692857,20096.682331987253,1405364.9754382127,69.73957210611472,False,0.0,1.4449999999999998,1.19,1.7,0.0,0.0,0.0,False,,,,False
4,26-Jun-20,26,0.6,0.9,1,0,18 June 2020 to 01 July 2020,Non-overlapping 14-day weighted estimates,20053.73363,4359.507311,57545.49651,0.75,2020-06-24,10504.336663333332,37678.59890535715,1902.959540515873,False,11031.818175389608,40356.58196771104,-7337.560357558441,25240.34637477267,1439560.1540577337,67.2737538024557,False,0.0,1.275,1.02,1.53,0.0,0.0,0.0,False,,,,False
5,03-Jul-20,27,0.8,1.1,1,0,Interpolated,Interpolated,16130.177049999998,3487.6058490000005,44902.925305,0.95,2020-07-01,6670.373968045112,22050.54367656249,1245.5735175,False,9545.622501623377,31125.18369231818,-7252.634890480518,16901.290528627338,813889.8769529737,112.74674030466826,False,0.0,1.615,1.36,1.87,0.0,0.0,0.0,False,,,,False
6,11-Sep-20,37,1.1,1.3,1,0,Interpolated,Interpolated,23541.33948,14822.32486,35312.00922,1.2000000000000002,2020-09-09,7706.986139285714,12611.431864285712,4479.273996153846,True,15363.01699831169,26921.37307053896,2573.2416544480525,21048.381640583168,93319.51026339406,2589.6795417640283,False,0.0,2.04,1.87,2.21,0.0,0.0,0.0,False,,,,False
7,18-Sep-20,38,1.1,1.4,1,0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,27900.84679,19181.83217,39235.5658,1.25,2020-09-16,8768.837562571429,14012.702071428568,5382.656986479593,True,17460.67603470779,27660.224633376616,8407.621243344158,23178.34954524316,83320.03835053592,5443.934503199457,False,0.0,2.125,1.87,2.38,0.0,0.0,0.0,False,inf,inf,inf,False
8,25-Sep-20,39,1.2,1.5,1,0,Interpolated,Interpolated,34004.157025,25721.093135000003,44031.02384,1.35,2020-09-23,9895.389610449734,14414.918519047618,6736.476773452381,True,21163.42640006493,30369.34703240259,12534.998943116883,26045.745532335302,70455.38406510038,8705.341623757758,True,0.0023474178403755,2.2900175440311825,2.03557115024994,2.544463937812425,13.693619565899581,19.94791696375737,9.32219485857951,True,48.23142799393956,117.7485013937238,19.612090609190126,True
9,02-Oct-20,40,1.2,1.6,1,0,24 September 2020 to 07 October 2020,Non-overlapping 14-day weighted estimates,40107.46726,32260.3541,48826.48188,1.4,2020-09-30,11254.646425,15984.860139285716,7921.069087053571,True,26080.61094506493,34666.5756675,17876.810823603897,30650.73711255524,70743.25011690738,12640.922922573636,True,0.003076923076923,2.373118509496937,2.034101579568803,2.712135439425071,20.429470183115857,29.015769244551343,14.378349938466563,True,57.9324698403486,131.0826296165833,24.735889551339206,True
10,09-Oct-20,41,1.2,1.4,1,0,Interpolated,Interpolated,53621.939925,45338.876035,63212.85601,1.2999999999999998,2020-10-07,16204.432394917583,20694.68500327381,12722.643785331633,True,35040.24772461039,44195.21307896104,26785.49232409091,44302.23796120812,83302.20101947358,23092.19685701309,True,0.0029761904761904,2.204172026173033,2.0346203318520306,2.3737237204940356,28.444114085063976,36.325985806957775,22.332428712967808,True,54.149423181711356,103.91464965815898,27.357044086837604,True
11,16-Oct-20,42,1.1,1.4,1,0,08 October 2020 to 21 October 2020,Non-overlapping 14-day weighted estimates,67136.41259,58417.39797,77599.23014,1.25,2020-10-14,21100.01538542857,27714.01076428571,16392.637185459185,True,41010.508062370136,50921.31007470779,32050.87128457792,54751.34918775527,100982.20387775345,29596.59634123998,True,0.0,2.125,1.87,2.38,0.0,0.0,0.0,False,inf,inf,inf,False
12,23-Oct-20,43,1.1,1.3,1,0,Interpolated,Interpolated,74111.62429,64084.757475000006,85446.34330000001,1.2000000000000002,2020-10-21,24262.73414255952,30516.55117857143,19366.27286332418,True,43413.89878285714,54080.53745045455,33273.79801051948,61014.275909493976,108493.31873131394,33523.24592577102,True,0.0031176929072486,2.0340776955062925,1.8645712208807683,2.203584170131817,44.62587893107288,56.128378206973,35.61993232365595,True,627.8071353855622,1050.2565225497633,373.54029984118404,True
