,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met,frac_variant,Rt_variant,Rt_variant_lower,Rt_variant_upper,Netau SIR variant,Netau SIR variant upper,Netau SIR variant lower,Netau SIR variant error criteria met,Netau SEIR variant,Netau SEIR variant upper,Netau SEIR variant lower,Netau SEIR variant error criteria met
0,29-May-20,22,,,1,0,21 May 2020 to 03 June 2020,Non-overlapping 14-day weighted estimates,0.0,0.0,18309.93071,,2020-05-27,,,,False,,,,,,,False,0.0,,,,,,,False,,,,False
1,05-Jun-20,23,,,1,0,Interpolated,Interpolated,5667.359505,871.901462,29208.698985,,2020-06-03,,,,False,5520.155362012987,24526.474898181816,-3074.301909935065,,,,False,0.0,,,,,,,False,,,,False
2,12-Jun-20,24,0.8,1.0,1,0,04 June 2020 to 17 June 2020,Non-overlapping 14-day weighted estimates,11334.71901,1743.802924,40107.46726,0.9,2020-06-10,4947.694805952381,19695.63124375,685.0654344285715,False,8331.188322954546,32152.781842850643,-4653.915597477272,14893.93186810407,1470436.159905985,82.9524131929365,False,0.0,0.9,0.8,1.0,0.0,0.0,0.0,False,,,,False
3,19-Jun-20,25,0.7,1.0,1,0,Interpolated,Interpolated,15694.22632,3051.6551175000004,48826.481885,0.85,2020-06-17,7253.634013445378,27402.617384438778,1198.8645104464288,False,10428.847359350648,38590.13225115585,-5995.73797692857,20096.682331987253,1405364.9754382127,69.73957210611472,False,0.0,0.85,0.7,1.0,0.0,0.0,0.0,False,,,,False
4,26-Jun-20,26,0.6,0.9,1,0,18 June 2020 to 01 July 2020,Non-overlapping 14-day weighted estimates,20053.73363,4359.507311,57545.49651,0.75,2020-06-24,10504.336663333332,37678.59890535715,1902.959540515873,False,11031.818175389608,40356.58196771104,-7337.560357558441,25240.34637477267,1439560.1540577337,67.2737538024557,False,0.0,0.75,0.6,0.9,0.0,0.0,0.0,False,inf,inf,inf,False
5,03-Jul-20,27,0.8,1.1,1,0,Interpolated,Interpolated,16130.177049999998,3487.6058490000005,44902.925305,0.95,2020-07-01,6670.373968045112,22050.54367656249,1245.5735175,False,9545.622501623377,31125.18369231818,-7252.634890480518,16901.290528627338,813889.8769529737,112.74674030466826,False,0.0384615384615384,0.95,0.8,1.1,256.55284492481167,848.0978337139409,47.906673749999925,False,5517.837183223919,112627.18046906224,414.14478186980585,False
6,11-Sep-20,37,1.1,1.3,1,0,Interpolated,Interpolated,23541.33948,14822.32486,35312.00922,1.2000000000000002,2020-09-09,7706.986139285714,12611.431864285712,4479.273996153846,True,15363.01699831169,26921.37307053896,2573.2416544480525,21048.381640583168,93319.51026339406,2589.6795417640283,False,0.380281690140845,1.2000000000000002,1.1,1.3,2930.825714939637,4795.896624446679,1703.3858858613214,True,9143.77873994315,35564.4832208157,2157.7083929489345,False
7,18-Sep-20,38,1.1,1.4,1,0,10 September 2020 to 23 September 2020,Non-overlapping 14-day weighted estimates,27900.84679,19181.83217,39235.5658,1.25,2020-09-16,8768.837562571429,14012.702071428568,5382.656986479593,True,17460.67603470779,27660.224633376616,8407.621243344158,23178.34954524316,83320.03835053592,5443.934503199457,False,0.3529411764705882,1.25,1.1,1.4,3094.8838456134454,4945.659554621847,1899.7612893457383,True,7776.398107929015,28353.304469604598,1764.6867289529112,False
8,25-Sep-20,39,1.2,1.5,1,0,Interpolated,Interpolated,34004.157025,25721.093135000003,44031.02384,1.35,2020-09-23,9895.389610449734,14414.918519047618,6736.476773452381,True,21163.42640006493,30369.34703240259,12534.998943116883,26045.745532335302,70455.38406510038,8705.341623757758,True,0.3169014084507042,1.3470691435477546,1.1973947942646705,1.4967434928308383,3142.6856903740695,4578.046943182485,2139.443720044076,True,8571.314498961912,23327.248116453007,2820.915792656998,True
9,02-Oct-20,40,1.2,1.6,1,0,24 September 2020 to 07 October 2020,Non-overlapping 14-day weighted estimates,40107.46726,32260.3541,48826.48188,1.4,2020-09-30,11254.646425,15984.860139285716,7921.069087053571,True,26080.61094506493,34666.5756675,17876.810823603897,30650.73711255524,70743.25011690738,12640.922922573636,True,0.3784615384615384,1.3959520644099628,1.1965303409228252,1.5953737878971006,4271.802215289632,6067.197349035838,3006.512972133433,True,12146.04751553993,27627.780550064657,5139.051564063032,True
10,09-Oct-20,41,1.2,1.4,1,0,Interpolated,Interpolated,53621.939925,45338.876035,63212.85601,1.2999999999999998,2020-10-07,16204.432394917583,20694.68500327381,12722.643785331633,True,35040.24772461039,44195.21307896104,26785.49232409091,44302.23796120812,83302.20101947358,23092.19685701309,True,0.3869047619047619,1.296571780101784,1.1968354893247237,1.3963080708788445,6286.149212799301,8028.042863337874,4935.466745566013,True,18781.948188815055,35134.01570817777,9866.226686937718,True
11,16-Oct-20,42,1.1,1.4,1,0,08 October 2020 to 21 October 2020,Non-overlapping 14-day weighted estimates,67136.41259,58417.39797,77599.23014,1.25,2020-10-14,21100.01538542857,27714.01076428571,16392.637185459185,True,41010.508062370136,50921.31007470779,32050.87128457792,54751.34918775527,100982.20387775345,29596.59634123998,True,0.4901129943502825,1.25,1.1,1.4,10341.39172138943,13582.99680114003,8034.244496263187,True,29111.52898519072,52970.58387230736,16034.232526133026,True
12,23-Oct-20,43,1.1,1.3,1,0,Interpolated,Interpolated,74111.62429,64084.757475000006,85446.34330000001,1.2000000000000002,2020-10-21,24262.73414255952,30516.55117857143,19366.27286332418,True,43413.89878285714,54080.53745045455,33273.79801051948,61014.275909493976,108493.31873131394,33523.24592577102,True,0.5541699142634451,1.19651629147429,1.096806600518099,1.2962259824304807,13484.8249659971,16960.592684692267,10763.45304990086,True,34824.870354552375,61466.16939541383,19344.599388424347,True
13,30-Oct-20,44,1.1,1.3,1,0,22 October 2020 to 04 November 2020,Non-overlapping 14-day weighted estimates,81086.83599,69752.11698,93293.45646,1.2000000000000002,2020-10-28,26546.285591964283,33319.09159285714,21078.93645,True,47872.48580405845,59388.37914905843,36832.17508217532,67144.2047061316,119360.14036081776,36798.19595048158,True,0.5513196480938416,1.1673081472419755,1.070032468305144,1.2645838261788065,15045.37309913235,18883.928698877768,11946.69824237673,True,37994.59838491887,67565.80080378849,20811.977350158402,True
14,06-Nov-20,45,1.1,1.3,1,0,Interpolated,Interpolated,91113.702795,79778.98379500001,103756.27403,1.2000000000000002,2020-11-04,29828.890795982137,37055.81215357142,24109.03356442308,True,53995.61197344156,66122.96870766234,42768.46523201298,75658.94723431834,129191.54778942405,43740.67539521794,True,0.550763701707098,1.1423418904647555,1.047146732926026,1.237537048003485,17257.884473722304,21439.111819485755,13948.588262086852,True,43931.412831393216,75009.76553243186,25400.8424248556,True
15,13-Nov-20,46,1.0,1.2,1,0,05 November 2020 to 18 November 2020,Non-overlapping 14-day weighted estimates,101140.5696,89805.85061,114219.0916,1.1,2020-11-11,36121.632,44871.78598571428,29400.724902083333,True,55821.509514253245,67999.82153805193,44594.36276970779,86997.35702111758,145250.26283941077,51774.34607989117,True,0.5578571428571428,1.0193452050946565,0.9266774591769603,1.1120129510123524,21745.117703363838,27012.68502540276,17699.151122519113,True,51009.38588529644,85166.13250550379,30359.561227865404,True
